C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_54_678.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_54_678.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_54_678.jpg,0,0,0,4.346817
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_54_746.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_54_746.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_54_746.jpg,0,0,0,4.320601
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_54_823.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_54_823.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_54_823.jpg,0,0,0,4.285891
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_54_893.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_54_893.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_54_893.jpg,0,0,0,4.25146
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_54_961.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_54_961.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_54_961.jpg,0,0,0,4.225818
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_031.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_031.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_031.jpg,0,0,0,4.191867
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_103.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_103.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_103.jpg,-0.01503759,0,0,4.166535
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_173.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_173.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_173.jpg,-0.04511278,0.08886689,0,4.21431
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_246.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_246.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_246.jpg,-0.06766918,0,0,4.197507
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_320.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_320.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_320.jpg,-0.1052632,0,0,4.162831
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_391.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_391.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_391.jpg,-0.1353384,0,0,4.128488
C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\center_2020_09_21_17_33_55_461.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\left_2020_09_21_17_33_55_461.jpg,C:\Users\taqi_\Documents\GitHub\CarND-Behavioral-Cloning-P3\training_data\run1_centrelane\IMG\right_2020_09_21_17_33_55_461.jpg,-0.1353384,0,0,4.103369
